     Elem ID,     Node ID,     X Coord,     Y Coord,     Z Coord,           X,           Y,           Z,   Magnitude
      256947,      173876,  5.0000e+01,  9.5535e-02,  1.0000e+01,  2.9361e+02,  1.9396e-02, -2.9850e-10,  2.9361e+02
      256947,      174137,  5.0000e+01,  0.0000e+00,  1.0000e+01,  2.9351e+02, -2.7098e-02, -4.9764e-10,  2.9351e+02
      257005,      173875,  5.0000e+01,  1.9585e-01,  1.0000e+01,  2.9367e+02,  4.3078e-03, -1.9557e-10,  2.9367e+02
      257005,      173876,  5.0000e+01,  9.5535e-02,  1.0000e+01,  2.9361e+02,  1.9396e-02, -2.9850e-10,  2.9361e+02
      257063,      173874,  5.0000e+01,  3.0117e-01,  1.0000e+01,  2.9374e+02,  9.8359e-03, -1.1550e-10,  2.9374e+02
      257063,      173875,  5.0000e+01,  1.9585e-01,  1.0000e+01,  2.9367e+02,  4.3078e-03, -1.9557e-10,  2.9367e+02
      257121,      173873,  5.0000e+01,  4.1177e-01,  1.0000e+01,  2.9380e+02,  1.0617e-02, -4.0498e-11,  2.9380e+02
      257121,      173874,  5.0000e+01,  3.0117e-01,  1.0000e+01,  2.9374e+02,  9.8359e-03, -1.1550e-10,  2.9374e+02
      257179,      173872,  5.0000e+01,  5.2789e-01,  1.0000e+01,  2.9386e+02,  1.1491e-02,  3.3424e-11,  2.9386e+02
      257179,      173873,  5.0000e+01,  4.1177e-01,  1.0000e+01,  2.9380e+02,  1.0617e-02, -4.0498e-11,  2.9380e+02
      257237,      173871,  5.0000e+01,  6.4982e-01,  1.0000e+01,  2.9391e+02,  1.2089e-02,  1.0934e-10,  2.9391e+02
      257237,      173872,  5.0000e+01,  5.2789e-01,  1.0000e+01,  2.9386e+02,  1.1491e-02,  3.3424e-11,  2.9386e+02
      257295,      173870,  5.0000e+01,  7.7784e-01,  1.0000e+01,  2.9396e+02,  1.2591e-02,  1.8634e-10,  2.9396e+02
      257295,      173871,  5.0000e+01,  6.4982e-01,  1.0000e+01,  2.9391e+02,  1.2089e-02,  1.0934e-10,  2.9391e+02
      257353,      173869,  5.0000e+01,  9.1227e-01,  1.0000e+01,  2.9401e+02,  1.3108e-02,  2.6492e-10,  2.9401e+02
      257353,      173870,  5.0000e+01,  7.7784e-01,  1.0000e+01,  2.9396e+02,  1.2591e-02,  1.8634e-10,  2.9396e+02
      257411,      173868,  5.0000e+01,  1.0534e+00,  1.0000e+01,  2.9406e+02,  1.3744e-02,  3.4390e-10,  2.9406e+02
      257411,      173869,  5.0000e+01,  9.1227e-01,  1.0000e+01,  2.9401e+02,  1.3108e-02,  2.6492e-10,  2.9401e+02
      257469,      173867,  5.0000e+01,  1.2016e+00,  1.0000e+01,  2.9410e+02,  1.4593e-02,  4.2453e-10,  2.9410e+02
      257469,      173868,  5.0000e+01,  1.0534e+00,  1.0000e+01,  2.9406e+02,  1.3744e-02,  3.4390e-10,  2.9406e+02
      257527,      173866,  5.0000e+01,  1.3572e+00,  1.0000e+01,  2.9414e+02,  1.5745e-02,  5.0540e-10,  2.9414e+02
      257527,      173867,  5.0000e+01,  1.2016e+00,  1.0000e+01,  2.9410e+02,  1.4593e-02,  4.2453e-10,  2.9410e+02
      257585,      173865,  5.0000e+01,  1.5206e+00,  1.0000e+01,  2.9417e+02,  1.7289e-02,  5.8552e-10,  2.9417e+02
      257585,      173866,  5.0000e+01,  1.3572e+00,  1.0000e+01,  2.9414e+02,  1.5745e-02,  5.0540e-10,  2.9414e+02
      257643,      173864,  5.0000e+01,  1.6922e+00,  1.0000e+01,  2.9419e+02,  1.9309e-02,  6.6520e-10,  2.9419e+02
      257643,      173865,  5.0000e+01,  1.5206e+00,  1.0000e+01,  2.9417e+02,  1.7289e-02,  5.8552e-10,  2.9417e+02
      257701,      173863,  5.0000e+01,  1.8723e+00,  1.0000e+01,  2.9421e+02,  2.1892e-02,  7.5095e-10,  2.9421e+02
      257701,      173864,  5.0000e+01,  1.6922e+00,  1.0000e+01,  2.9419e+02,  1.9309e-02,  6.6520e-10,  2.9419e+02
      257759,      173862,  5.0000e+01,  2.0615e+00,  1.0000e+01,  2.9422e+02,  2.5127e-02,  8.4744e-10,  2.9422e+02
      257759,      173863,  5.0000e+01,  1.8723e+00,  1.0000e+01,  2.9421e+02,  2.1892e-02,  7.5095e-10,  2.9421e+02
      257817,      173861,  5.0000e+01,  2.2601e+00,  1.0000e+01,  2.9422e+02,  2.9106e-02,  9.5228e-10,  2.9422e+02
      257817,      173862,  5.0000e+01,  2.0615e+00,  1.0000e+01,  2.9422e+02,  2.5127e-02,  8.4744e-10,  2.9422e+02
      257875,      173860,  5.0000e+01,  2.4687e+00,  1.0000e+01,  2.9422e+02,  3.3926e-02,  1.0609e-09,  2.9422e+02
