     Elem ID,     Node ID,     X Coord,     Y Coord,     Z Coord,           X,           Y,           Z,   Magnitude
       23551,       18775,  5.0000e+01,  3.9878e+01,  1.0000e+01,  3.4758e+01, -5.9062e-01, -1.5687e-04,  3.4763e+01
       23551,       18938,  5.0000e+01,  4.0000e+01,  1.0000e+01,  6.3977e+00, -6.4950e-01, -2.6439e-04,  6.4306e+00
       23575,       18775,  5.0000e+01,  3.9878e+01,  1.0000e+01,  3.4758e+01, -5.9062e-01, -1.5687e-04,  3.4763e+01
       23575,       18776,  5.0000e+01,  3.9745e+01,  1.0000e+01,  4.8468e+01, -1.1664e+00, -1.1299e-04,  4.8482e+01
       23599,       18776,  5.0000e+01,  3.9745e+01,  1.0000e+01,  4.8468e+01, -1.1664e+00, -1.1299e-04,  4.8482e+01
       23599,       18777,  5.0000e+01,  3.9598e+01,  1.0000e+01,  5.9496e+01, -1.3281e+00, -8.3707e-05,  5.9511e+01
       23623,       18777,  5.0000e+01,  3.9598e+01,  1.0000e+01,  5.9496e+01, -1.3281e+00, -8.3707e-05,  5.9511e+01
       23623,       18778,  5.0000e+01,  3.9436e+01,  1.0000e+01,  6.9375e+01, -1.1971e+00, -6.2080e-05,  6.9385e+01
       23647,       18778,  5.0000e+01,  3.9436e+01,  1.0000e+01,  6.9375e+01, -1.1971e+00, -6.2080e-05,  6.9385e+01
       23647,       18779,  5.0000e+01,  3.9258e+01,  1.0000e+01,  7.8613e+01, -8.4930e-01, -4.5427e-05,  7.8618e+01
       23671,       18779,  5.0000e+01,  3.9258e+01,  1.0000e+01,  7.8613e+01, -8.4930e-01, -4.5427e-05,  7.8618e+01
       23671,       18780,  5.0000e+01,  3.9062e+01,  1.0000e+01,  8.7453e+01, -3.4470e-01, -3.2312e-05,  8.7454e+01
       23695,       18780,  5.0000e+01,  3.9062e+01,  1.0000e+01,  8.7453e+01, -3.4470e-01, -3.2312e-05,  8.7454e+01
       23695,       18781,  5.0000e+01,  3.8847e+01,  1.0000e+01,  9.6032e+01,  2.6896e-01, -2.1855e-05,  9.6032e+01
       23719,       18781,  5.0000e+01,  3.8847e+01,  1.0000e+01,  9.6032e+01,  2.6896e-01, -2.1855e-05,  9.6032e+01
       23719,       18782,  5.0000e+01,  3.8610e+01,  1.0000e+01,  1.0444e+02,  9.5287e-01, -1.3472e-05,  1.0444e+02
       23743,       18782,  5.0000e+01,  3.8610e+01,  1.0000e+01,  1.0444e+02,  9.5287e-01, -1.3472e-05,  1.0444e+02
       23743,       18783,  5.0000e+01,  3.8349e+01,  1.0000e+01,  1.1272e+02,  1.6746e+00, -6.7540e-06,  1.1273e+02
       23767,       18783,  5.0000e+01,  3.8349e+01,  1.0000e+01,  1.1272e+02,  1.6746e+00, -6.7540e-06,  1.1273e+02
